taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2390	Scrophulariaceae	2390	Scrophulariaceae	1	FAMILY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Scrophulariaceae	2390					NE
1162878	Ellychnia corrusca (Linnaeus, 1767)	11326368	Photinus corrusca (Linnaeus, 1767)	6	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Lampyridae	4737	Photinus	1162746	Photinus corrusca	11326368	LC
1438015	Phylocentropus Banks, 1907	1438015	Phylocentropus Banks, 1907	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Trichoptera	1003	Dipseudopsidae	7962	Phylocentropus	1438015			
2039248	Oncopsis variabilis (Fitch, 1851)	2039248	Oncopsis variabilis (Fitch, 1851)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Cicadellidae	9647	Oncopsis	2039222	Oncopsis variabilis	2039248	NE
2526892	Mycena radicatella (Peck) Sacc.	2526880	Mycena galericulata (Scop.) Gray	4	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Mycenaceae	4180	Mycena	5955261	Mycena galericulata	2526880	NE
2551304	Russula luteotacta Rea	2551304	Russula luteotacta Rea	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Russulales	1144	Russulaceae	7609	Russula	2551169	Russula luteotacta	2551304	NE
2566594	Cryptodiaporthe corni (Wehm.) Petr.	9797559	Aurantioporthe corni (Wehm.) G.L.Beier & Blanchette	1	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Sordariomycetes	320	Diaporthales	1289	Cryphonectriaceae	8412	Aurantioporthe	9706429	Aurantioporthe corni	9797559	NE
2676901	Bryum caespiticium Hedwig, 1801	2676901	Bryum caespiticium Hedwig, 1801	48	SPECIES	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Bryales	1333	Bryaceae	8736	Bryum	2676502	Bryum caespiticium	2676901	NE
2678413	Climacium F.Weber & D.Mohr	2678413	Climacium F.Weber & D.Mohr	2	GENUS	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Leucodontales	1340	Climaciaceae	8762	Climacium	2678413			
2701010	Luzula echinata (Small) F.J.Herm.	2701010	Luzula echinata (Small) F.J.Herm.	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Juncaceae	5353	Luzula	2700604	Luzula echinata	2701010	NE
2704263	Poa crocata Michx.	2704261	Poa palustris L.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Poa	2704173	Poa palustris	2704261	NE
2727217	Carex eburnea Boott	2727217	Carex eburnea Boott	100	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex eburnea	2727217	NE
2742279	Trillium sulcatum T.S.Patrick	2742279	Trillium sulcatum T.S.Patrick	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Liliales	1172	Melanthiaceae	7700	Trillium	2742182	Trillium sulcatum	2742279	LC
2874569	Cucumis sativus L.	2874569	Cucumis sativus L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cucurbitales	7224005	Cucurbitaceae	6634	Cucumis	2874568	Cucumis sativus	2874569	NE
3169707	Vinca minor L.	3169707	Vinca minor L.	7	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Gentianales	412	Apocynaceae	6701	Vinca	3169706	Vinca minor	3169707	NE
3191157	Drosera intermedia Hayne	3191157	Drosera intermedia Hayne	25	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Caryophyllales	422	Droseraceae	5399	Drosera	3190721	Drosera intermedia	3191157	NE
3343759	Pholiota squarrosoides (Peck) Sacc.	3343759	Pholiota squarrosoides (Peck) Sacc.	2	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Strophariaceae	4186	Pholiota	2528397	Pholiota squarrosoides	3343759	NE
3367711	Craterellus delitescens Burt	5466888	Cantharellus delitescens (Burt) Corner	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Cantharellales	1300	Cantharellaceae	8457	Cantharellus	9623860	Cantharellus delitescens	5466888	NE
4123896	Panicum sphaerocarpon Elliott	4123896	Panicum sphaerocarpon Elliott	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Panicum	2705064	Panicum sphaerocarpon	4123896	NE
4125084	Agrostis capillaris var. aristata (Parn.) Druce	2706490	Agrostis capillaris L.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Agrostis	2706434	Agrostis capillaris	2706490	
4279831	Cratoneuron filicinum var. aciculinum (Müll.Hal. & Kindb.) Grout	2673131	Cratoneuron filicinum Spruce, 1867	1	VARIETY	SYNONYM	Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Cratoneuron	2673130	Cratoneuron filicinum	2673131	
4299800	Satyrodes eurydice (Linnaeus, 1763)	1918395	Lethe eurydice Linnaeus, 1763	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Lethe	1918309	Lethe eurydice	1918395	NE
5049019	Ephemerella invaria (Walker, 1853)	5049019	Ephemerella invaria (Walker, 1853)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Ephemeroptera	1225	Ephemerellidae	7870	Ephemerella	1407473	Ephemerella invaria	5049019	NE
5244027	Lichenomphalia hudsoniana (H.S.Jenn.) Redhead, Lutzoni, Moncalvo & Vilgalys	5244027	Lichenomphalia hudsoniana (H.S.Jenn.) Redhead, Lutzoni, Moncalvo & Vilgalys	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Hygrophoraceae	4176	Lichenomphalia	3268941	Lichenomphalia hudsoniana	5244027	NE
5247248	Polyporus pargamenus Fr.	5247228	Trichaptum biforme (Fr.) Ryvarden	2	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304			Trichaptum	2519062	Trichaptum biforme	5247228	NE
5252625	Winterella femoralis (Peck) Kuntze	2566037	Cryptosporella femoralis (Peck) L.C.Mejía & Castl.	1	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Sordariomycetes	320	Diaporthales	1289	Gnomoniaceae	4147	Cryptosporella	2566011	Cryptosporella femoralis	2566037	NE
5283595	Drepanocladus (C.Müller Hal.) G.Roth, 1899	5283595	Drepanocladus (C.Müller Hal.) G.Roth, 1899	3	GENUS	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Hypnales	617	Amblystegiaceae	4650	Drepanocladus	5283595			NE
5406789	Alcea rosea L.	5406789	Alcea rosea L.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Alcea	5406788	Alcea rosea	5406789	NE
5414197	Comptonia peregrina (L.) Coult.	5414197	Comptonia peregrina (L.) Coult.	31	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Myricaceae	2432	Comptonia	8464883	Comptonia peregrina	5414197	NE
5421111	Littorella uniflora (L.) Asch.	5421111	Littorella uniflora (L.) Asch.	23	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Littorella	3189795	Littorella uniflora	5421111	LC
5421112	Littorella americana Fernald	5421112	Littorella americana Fernald	20	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Plantaginaceae	2420	Littorella	3189795	Littorella americana	5421112	NE
5705596	Solidago canadensis var. scabra (Muhl. ex Willd.) Torr. & A.Gray	5389058	Solidago altissima L.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Solidago	5388868	Solidago altissima	5389058	
6013066	Platysma lacunosum	2605339	Platismatia norvegica (Lynge) W.L.Culb. & C.F.Culb.	1	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Lecanorales	1048	Parmeliaceae	8305	Platismatia	2605338	Platismatia norvegica	2605339	NE
6319731	Isoetes echinospora subsp. muricata (Durieu) Á. & D.Löve	9064809	Isoetes echinospora Durand	11	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Isoetales	951	Isoetaceae	3074	Isoetes	2688248	Isoetes echinospora	9064809	
7069571	Corallorhiza maculata var. maculata	7069571	Corallorhiza maculata var. maculata	19	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Corallorhiza	2797252	Corallorhiza maculata	2797273	
7652636	Habenaria grandiflora (Bigelow) Torr.	2797851	Platanthera grandiflora (Bigelow) Lindl.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Platanthera	2797839	Platanthera grandiflora	2797851	NE
212	Aves	212	Aves	26	CLASS	ACCEPTED	Animalia	1	Chordata	44	Aves	212									
1027540	Narceus Rafinesque, 1820	1027540	Narceus Rafinesque, 1820	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Diplopoda	361	Spirobolida	1466	Spirobolidae	11309630	Narceus	1027540			
1036106	Bembidion fugax (LeConte, 1848)	1036106	Bembidion fugax (LeConte, 1848)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Carabidae	3792	Bembidion	1035920	Bembidion fugax	1036106	NE
1161891	Isohydnocera curtipennis (Newman, 1840)	1161891	Isohydnocera curtipennis (Newman, 1840)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cleridae	3795	Isohydnocera	1161890	Isohydnocera curtipennis	1161891	NE
1835819	Bibarrambla allenella Walsingham, 1882	1835819	Bibarrambla allenella Walsingham, 1882	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Oecophoridae	9689	Bibarrambla	1835818	Bibarrambla allenella	1835819	NE
1959898	Plagodis phlogosaria Guenée, 1857	1959898	Plagodis phlogosaria Guenée, 1857	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Plagodis	1959888	Plagodis phlogosaria	1959898	NE
1978671	Patalene olyzonaria Walker, 1860	1978671	Patalene olyzonaria Walker, 1860	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Geometridae	6950	Patalene	1978643	Patalene olyzonaria	1978671	NE
2546066	Lopharia cinerascens (Schwein.) G.Cunn.	2546066	Lopharia cinerascens (Schwein.) G.Cunn.	1	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Polyporales	1145	Polyporaceae	3286	Lopharia	2541232	Lopharia cinerascens	2546066	NE
2600227	Ochrolechia pseudopallescens Brodo	2600227	Ochrolechia pseudopallescens Brodo	4	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Pertusariales	1051	Ochrolechiaceae	4114	Ochrolechia	2569815	Ochrolechia pseudopallescens	2600227	NE
2602539	Thelotrema subtile Tuck.	8452033	Crutarndina petractoides (P.M.Jørg. & Brodo) Parnmen, Lücking & Lumbsch	11	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Ostropales	1279	Graphidaceae	2176	Crutarndina	9681285	Crutarndina petractoides	8452033	NE
2612586	Phaeocryptopus nudus (Peck) Petr.	2612586	Phaeocryptopus nudus (Peck) Petr.	5	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Dothideomycetes	183	Capnodiales	1262	Capnodiaceae	4794	Phaeocryptopus	9611749	Phaeocryptopus nudus	2612586	NE
2650135	Ophioglossum vulgatum var. pycnostichum Fernald	7321442	Ophioglossum vulgatum subsp. vulgatum	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Ophioglossales	393	Ophioglossaceae	6627	Ophioglossum	2650127	Ophioglossum vulgatum	2650133	
2688432	Lycopodium obscurum var. dendroideum (Michx.) D.C.Eaton	3991500	Dendrolycopodium dendroideum (Michx.) A.Haines	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Lycopodiales	421	Lycopodiaceae	6725	Dendrolycopodium	9760652	Dendrolycopodium dendroideum	3991500	
2703179	Deschampsia flexuosa (L.) Trin.	4149465	Avenella flexuosa (L.) Drejer	36	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Avenella	3232716	Avenella flexuosa	4149465	DD
2724710	Carex triceps Michx.	2724701	Carex hirsutella Mack.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex hirsutella	2724701	NE
2725998	Carex amphibola var. turgida Fernald	2725995	Carex grisea Wahlenb.	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex grisea	2725995	
2727900	Carex tribuloides var. reducta L.H.Bailey	7227156	Carex tribuloides var. tribuloides	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Cyperaceae	7708	Carex	2721893	Carex tribuloides	2727891	
3039193	Parthenocissus vitacea (Knerr) Hitchc.	3039193	Parthenocissus vitacea (Knerr) Hitchc.	27	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Vitales	7222050	Vitaceae	6672	Parthenocissus	3039188	Parthenocissus vitacea	3039193	NE
3190076	Zanthoxylum L.	3190076	Zanthoxylum L.	2	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Rutaceae	2396	Zanthoxylum	3190076			NE
3282058	Amanitopsis strangulata (Fr.) Roze	5240306	Amanita vaginata (Bull.) Lam.	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita vaginata	5240306	NE
5051661	Lestes rectangularis Say, 1839	5051661	Lestes rectangularis Say, 1839	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Odonata	789	Lestidae	4489	Lestes	1423980	Lestes rectangularis	5051661	LC
5133088	Danaus plexippus (Linnaeus, 1758)	5133088	Danaus plexippus (Linnaeus, 1758)	23	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Nymphalidae	7017	Danaus	5133087	Danaus plexippus	5133088	LC
5370380	Dasiphora fruticosa (L.) Rydb.	5370380	Dasiphora fruticosa (L.) Rydb.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rosaceae	5015	Dasiphora	3029309	Dasiphora fruticosa	5370380	NE
5680068	Elymus virginicus var. halophilus (E.P.Bicknell) Wiegand	5290318	Elymus virginicus L.	3	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Elymus	10465436	Elymus virginicus	5290318	
7341822	Setophaga palmarum (J.F.Gmelin, 1789)	7341822	Setophaga palmarum (J.F.Gmelin, 1789)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga palmarum	7341822	LC
8168319	Amanita muscaria (L.) Lam.	8168319	Amanita muscaria (L.) Lam.	4	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Amanitaceae	4171	Amanita	6005964	Amanita muscaria	8168319	NE
8283136	Schistidium lancifolium (Kindb.) H.H.Blom	8283136	Schistidium lancifolium (Kindb.) H.H.Blom	5	SPECIES	ACCEPTED	Plantae	6	Bryophyta	35	Bryopsida	327	Grimmiales	1337	Grimmiaceae	8747	Schistidium	7795248	Schistidium lancifolium	8283136	NE
8374813	Ascaridia Ascaridia Dujardin, 1845	8374813	Ascaridia Ascaridia Dujardin, 1845	1	GENUS	ACCEPTED	Animalia	1	Nematoda	5967481	Chromadorea	11133537	Rhabditida	440	Ascaridiidae	6490	Ascaridia	8374813			
8384807	Cyanococcus angustifolius (Aiton) Rydb.	2882868	Vaccinium angustifolium Aiton	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Ericaceae	2505	Vaccinium	2882813	Vaccinium angustifolium	2882868	NE
8498650	Helminthosphaeria clavariarum (Desm.) Fuckel	8498650	Helminthosphaeria clavariarum (Desm.) Fuckel	2	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Sordariomycetes	320	Sordariales	1061	Helminthosphaeriaceae	8434	Helminthosphaeria	2569544	Helminthosphaeria clavariarum	8498650	NE
1033689	Optioservus ovalis (LeConte, 1863)	1033689	Optioservus ovalis (LeConte, 1863)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Elmidae	7826	Optioservus	1033678	Optioservus ovalis	1033689	NE
1038044	Acilius mediatus (Say, 1823)	1038044	Acilius mediatus (Say, 1823)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Dytiscidae	7824	Acilius	9128319	Acilius mediatus	1038044	NE
1347304	Chalybion californicum (de Saussure, 1867)	1347304	Chalybion californicum (de Saussure, 1867)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Sphecidae	4352	Chalybion	1347206	Chalybion californicum	1347304	NE
1521685	Gnophomyia tristissima Osten Sacken, 1860	1521685	Gnophomyia tristissima Osten Sacken, 1860	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Limoniidae	5580	Gnophomyia	1521589	Gnophomyia tristissima	1521685	NE
2108364	Climaciella brunnea (Say, 1824)	2108364	Climaciella brunnea (Say, 1824)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Mantispidae	5470	Climaciella	2108352	Climaciella brunnea	2108364	NE
2288262	Lasmigona costata (Rafinesque, 1820)	2288262	Lasmigona costata (Rafinesque, 1820)	12	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Unionida	9301143	Unionidae	3461	Lasmigona	2288260	Lasmigona costata	2288262	NE
2531730	Armillaria imperialis (Fr.) Quél.	2531729	Catathelasma imperiale (P.Karst.) Singer	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Catathelasma	2531722	Catathelasma imperiale	2531729	NE
2532680	Leucopaxillus Boursier	2532680	Leucopaxillus Boursier	1	GENUS	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Tricholomataceae	8787	Leucopaxillus	2532680			
2601130	Coccocarpia cronia (Tuck.) Vain.	2601127	Coccocarpia palmicola (Spreng.) Arv. & D.J.Galloway	2	SPECIES	SYNONYM	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Peltigerales	1055	Coccocarpiaceae	8389	Coccocarpia	2601117	Coccocarpia palmicola	2601127	NE
2689507	Mylia taylorii (Hook.) Gray	2689507	Mylia taylorii (Hook.) Gray	6	SPECIES	ACCEPTED	Plantae	6	Marchantiophyta	9	Jungermanniopsida	126	Jungermanniales	381	Myliaceae	6132	Mylia	3229868	Mylia taylorii	2689507	NE
2876040	Corylus rostrata Dippel	2876032	Corylus cornuta Marshall	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Corylus	2875967	Corylus cornuta	2876032	NE
2927096	Ocimum basilicum L.	2927096	Ocimum basilicum L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Lamiales	408	Lamiaceae	2497	Ocimum	2874693	Ocimum basilicum	2927096	NE
2927744	Phlox paniculata L.	2927744	Phlox paniculata L.	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Polemoniaceae	6648	Phlox	2927698	Phlox paniculata	2927744	NE
3123761	Nabalus Cass.	3123761	Nabalus Cass.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Nabalus	3123761			
3215118	Arcyria pomiformis (Leers) Rostaf., 1875	3215118	Arcyria pomiformis (Leers) Rostaf., 1875	1	SPECIES	ACCEPTED	Protozoa	7	Mycetozoa	33	Myxomycetes	319	Trichiales	1296	Arcyriaceae	8432	Arcyria	3212808	Arcyria pomiformis	3215118	NE
4583864	Hypseloconus Berkey, 1898	4583864	Hypseloconus Berkey, 1898	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Monoplacophora	347			Hypseloconidae	3246227	Hypseloconus	4583864			
4634727	Acheilops Ulrich, 1931	4634727	Acheilops Ulrich, 1931	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Catillicephalidae	3267086	Acheilops	4634727			
4635468	Palella Howell, 1937	4635468	Palella Howell, 1937	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072			Palella	4635468			
4635817	Isotelus gigas Dekay, 1824	4635817	Isotelus gigas Dekay, 1824	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Asaphidae	3267117	Isotelus	4635813	Isotelus gigas	4635817	NE
5237949	Poria marginella (Peck) Sacc.	2520051	Phellinidium ferrugineofuscum (P.Karst.) Fiasson & Niemelä	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304	Hymenochaetaceae	8468	Phellinidium	2520048	Phellinidium ferrugineofuscum	2520051	NE
5388960	Solidago bicolor L.	5388960	Solidago bicolor L.	94	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Solidago	5388868	Solidago bicolor	5388960	NE
5446915	Clavaria peckii Sacc. & D.Sacc.	2540246	Ramariopsis vestitipes (Peck) Corner	1	SPECIES	SYNONYM	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Clavariaceae	8442	Ramariopsis	8699276	Ramariopsis vestitipes	2540246	NE
5514524	Venturia orbicularis (Peck) M.Morelet	5514524	Venturia orbicularis (Peck) M.Morelet	2	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Dothideomycetes	183	Venturiales	7446671	Venturiaceae	8317	Venturia	2560762	Venturia orbicularis	5514524	NE
7222640	Solidago arguta var. arguta	7222640	Solidago arguta var. arguta	4	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Asterales	414	Asteraceae	3065	Solidago	5388868	Solidago arguta	5388878	
7246760	Cladonia turgida Ehrh. ex Hoffm.	7246760	Cladonia turgida Ehrh. ex Hoffm.	47	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Lecanorales	1048	Cladoniaceae	8328	Cladonia	2607519	Cladonia turgida	7246760	NE
7534405	Grimmia apocarpa Hedw.	5281668	Schistidium apocarpum Bruch & W.P.Schimper, 1845	8	SPECIES	SYNONYM	Plantae	6	Bryophyta	35	Bryopsida	327	Grimmiales	1337	Grimmiaceae	8747	Schistidium	7795248	Schistidium apocarpum	5281668	NE
7955925	Thelypteris palustris subsp. pubescens (G.Lawson) Fraser-Jenk.	7955925	Thelypteris palustris subsp. pubescens (G.Lawson) Fraser-Jenk.	1	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Thelypteridaceae	6618	Thelypteris	5937466	Thelypteris palustris	5275316	
8300560	Chamaesyce Gray	11397237	Euphorbia L.	3	GENUS	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237			
8690832	Trichaptum abietinum (Pers. ex J.F.Gmel.) Ryvarden	8690832	Trichaptum abietinum (Pers. ex J.F.Gmel.) Ryvarden	3	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Hymenochaetales	1304			Trichaptum	2519062	Trichaptum abietinum	8690832	NE
9064809	Isoetes echinospora Durand	9064809	Isoetes echinospora Durand	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Isoetales	951	Isoetaceae	3074	Isoetes	2688248	Isoetes echinospora	9064809	NE
1038977	Nicrophorus orbicollis (Say, 1825)	1038977	Nicrophorus orbicollis (Say, 1825)	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Silphidae	4762	Nicrophorus	1038957	Nicrophorus orbicollis	1038977	NE
1353453	Halictus rubicundus (Christ, 1791)	1353453	Halictus rubicundus (Christ, 1791)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Halictidae	7908	Halictus	1347978	Halictus rubicundus	1353453	NE
1443129	Lepidostoma Rambur, 1842	1443129	Lepidostoma Rambur, 1842	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Trichoptera	1003	Lepidostomatidae	7968	Lepidostoma	1443129			
2489888	Dendroica striata (J.R.Forster, 1772)	6092935	Setophaga striata (J.R.Forster, 1772)	4	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga striata	6092935	NT
2526530	Pleurotus ostreatus (Jacq.) P.Kumm.	2526530	Pleurotus ostreatus (Jacq.) P.Kumm.	10	SPECIES	ACCEPTED	Fungi	5	Basidiomycota	34	Agaricomycetes	186	Agaricales	1499	Pleurotaceae	4183	Pleurotus	2518610	Pleurotus ostreatus	2526530	NE
2593089	Taphrina polystichi Mix	2593089	Taphrina polystichi Mix	2	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Taphrinomycetes	184	Taphrinales	1299	Taphrinaceae	4169	Taphrina	2518036	Taphrina polystichi	2593089	NE
2600604	Polysporina simplex (Borrer ex Hook.) Vězda	2600604	Polysporina simplex (Borrer ex Hook.) Vězda	3	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Acarosporales	1271	Acarosporaceae	8347	Polysporina	2600596	Polysporina simplex	2600604	NE
